"Case Number";"Season";"Year";"Type";"Country";"Area";"Sex";"Fatal (Y/N)";"Species";"original order"
"";"Fall";"1905";"Provoked";"USA";"Florida";"M";"N";"Unknown";815
"1900.08.21";"Summer";"1900";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";746
"1900.09.05";"Fall";"1900";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";747
"1901.00.00";"Summer";"1901";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";753
"1902.07.06";"Summer";"1902";"Provoked";"USA";"New Jersey";"M";"N";"Unknown";769
"1902.08.08";"Summer";"1902";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";771
"1902.11.01.R";"Fall";"1902";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";774
"1903.09.16.R";"Fall";"1903";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";785
"1904.07.27";"Summer";"1904";"Unprovoked";"USA";"Texas";"M";"Y";"Unknown";795
"1904.07.28";"Summer";"1904";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";796
"1905.05.22";"Spring";"1905";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";807
"1905.07.00";"Summer";"1905";"Unprovoked";"USA";"North Carolina";"M";"Y";"Unknown";808
"1905.07.29";"Summer";"1905";"Unprovoked";"USA";"North Carolina";"M";"Y";"Unknown";811
"1905.08.00.b";"Summer";"1905";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";813
"1906.07.05.R";"Summer";"1906";"Unprovoked";"USA";"Mississippi";"M";"Y";"Unknown";828
"1906.08.04";"Summer";"1906";"Unprovoked";"USA";"Maryland";"M";"Y";"Not Shark";829
"1906.09.00";"Fall";"1906";"Provoked";"USA";"California";"M";"N";"Shortfin Mako Shark";831
"1906.10.10.a.R";"Fall";"1906";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";835
"1906.10.10.b.R";"Fall";"1906";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";836
"1906.10.10.c.R";"Fall";"1906";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";837
"1906.10.10.d.R";"Fall";"1906";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";838
"1907.03.26";"Spring";"1907";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";846
"1907.07.00";"Summer";"1907";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";848
"1907.08.08.R";"Summer";"1907";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";851
"1907.10.08";"Fall";"1907";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";856
"1908.01.08";"Winter";"1908";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";863
"1908.06.08";"Summer";"1908";"Sea Disaster";"USA";"Georgia";"M";"Y";"Unknown";867
"1908.09.05";"Fall";"1908";"Unprovoked";"USA";"California";"M";"N";"Unknown";872
"1909.07.15";"Summer";"1909";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";886
"1909.07.24";"Summer";"1909";"Unprovoked";"USA";"New York";"M";"N";"Unknown";887
"1909.08.13";"Summer";"1909";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";888
"1909.09.04.R";"Fall";"1909";"Provoked";"USA";"Delaware";"M";"N";"Unknown";889
"1909.12.26.R";"Fall";"1909";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";893
"1911.05.01.R";"Spring";"1911";"Provoked";"USA";"Texas";"M";"N";"Unknown";914
"1911.07.16.R";"Summer";"1911";"Provoked";"USA";"Delaware";"M";"N";"Unknown";916
"1911.09.17";"Fall";"1911";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";918
"1911.09.20";"Fall";"1911";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";919
"1911.09.23";"Fall";"1911";"Unprovoked";"USA";"Texas";"M";"Y";"Unknown";920
"1911.10.26";"Fall";"1911";"Unprovoked";"USA";"South Carolina";"M";"Y";"Unknown";922
"1912.07.23";"Summer";"1912";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";935
"1912.08.30";"Summer";"1912";"Unprovoked";"USA";"Georgia";"M";"Y";"Unknown";936
"1913.05.21";"Spring";"1913";"Provoked";"USA";"Florida";"M";"N";"Unknown";944
"1913.07.12";"Summer";"1913";"Unprovoked";"USA";"South Carolina";"M";"Y";"Unknown";946
"1913.09.21";"Fall";"1913";"Unprovoked";"USA";"Florida";"M";"N";"Hammerhead Shark";951
"1914.03.03";"Spring";"1914";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";960
"1914.05.14";"Spring";"1914";"Provoked";"USA";"Florida";"F";"N";"Unknown";963
"1914.07.08.R";"Summer";"1914";"Provoked";"USA";"Louisiana";"M";"N";"Unknown";968
"1914.09.09";"Fall";"1914";"Unprovoked";"USA";"Louisiana";"M";"Y";"Unknown";970
"1915.08.03";"Summer";"1915";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";982
"1916.06.23";"Summer";"1916";"Provoked";"USA";"Florida";"M";"N";"Unknown";989
"1916.06.30";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";991
"1916.07.01";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"Y";"Unknown";992
"1916.07.06";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"Y";"Unknown";993
"1916.07.12.a";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"Y";"Unknown";997
"1916.07.12.b";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"Y";"Unknown";998
"1916.07.12.c";"Summer";"1916";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";999
"1916.07.13";"Summer";"1916";"Unprovoked";"USA";"New York";"M";"N";"Unknown";1000
"1916.07.26";"Summer";"1916";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";1002
"1916.08.24";"Summer";"1916";"Unprovoked";"USA";"Louisiana";"M";"N";"Unknown";1003
"1916.10.11";"Fall";"1916";"Provoked";"USA";"Florida";"M";"Y";"Unknown";1004
"1917.06.03";"Summer";"1917";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1014
"1917.07.18";"Summer";"1917";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1016
"1917.09.09";"Fall";"1917";"Provoked";"USA";"Hawaii";"M";"N";"Unknown";1018
"1917.09.21";"Fall";"1917";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";1019
"1918.11.00.b";"Fall";"1918";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";1026
"1919.04.06";"Spring";"1919";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1034
"1919.05.29";"Spring";"1919";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1035
"1919.08.10";"Summer";"1919";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1036
"1920.06.29";"Summer";"1920";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1050
"1922.06.17";"Summer";"1922";"Unprovoked";"USA";"Florida";"F";"Y";"Unknown";1080
"1922.07.19";"Summer";"1922";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1081
"1922.09.28";"Fall";"1922";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1084
"1922.12.14";"Winter";"1922";"Unprovoked";"USA";"Puerto Rico";"F";"Y";"Unknown";1088
"1923.02.00";"Winter";"1923";"Unprovoked";"USA";"Puerto Rico";"M";"N";"Unknown";1096
"1924.06.18";"Summer";"1924";"Provoked";"USA";"Florida";"M";"N";"Unknown";1121
"1924.07.04";"Summer";"1924";"Boating";"USA";"California";"M";"N";"Unknown";1122
"1924.07.31";"Summer";"1924";"Unprovoked";"USA";"South Carolina";"M";"N";"Shortfin Mako Shark";1124
"1924.11.21";"Fall";"1924";"Unprovoked";"USA";"Puerto Rico";"M";"Y";"Unknown";1127
"1925.01.27.R";"Winter";"1925";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1132
"1925.05.00";"Spring";"1925";"Unprovoked";"USA";"Puerto Rico";"M";"N";"Unknown";1136
"1925.08.02";"Summer";"1925";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";1138
"1925.11.00.a";"Fall";"1925";"Unprovoked";"USA";"Puerto Rico";"M";"N";"Unknown";1141
"1925.11.00.b";"Fall";"1925";"Unprovoked";"USA";"Puerto Rico";"F";"N";"Unknown";1142
"1926.04.07";"Spring";"1926";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";1151
"1926.05.18";"Spring";"1926";"Unprovoked";"USA";"Hawaii";"M";"Y";"White Shark";1153
"1926.07.08";"Summer";"1926";"Unprovoked";"USA";"California";"M";"N";"Unknown";1155
"1926.07.12";"Summer";"1926";"Boating";"USA";"New Jersey";"M";"N";"Unknown";1156
"1926.08.24";"Summer";"1926";"Unprovoked";"USA";"New Jersey";"M";"Y";"Unknown";1158
"1927.01.08.R";"Winter";"1927";"Unprovoked";"USA";"California";"M";"N";"Unknown";1168
"1928.06.24.R";"Summer";"1928";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1200
"1928.09.00";"Fall";"1928";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";1204
"1928.11.12";"Fall";"1928";"Sea Disaster";"USA";"Virginia";"M";"Y";"Unknown";1206
"1928.11.18";"Fall";"1928";"Provoked";"USA";"New Jersey";"M";"N";"Blue Shark";1208
"1929.03.16";"Spring";"1929";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1226
"1929.06.23";"Summer";"1929";"Provoked";"USA";"Florida";"M";"N";"Unknown";1233
"1929.08.05";"Summer";"1929";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1236
"1930.03.07.R";"Spring";"1930";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1256
"1930.05.27";"Spring";"1930";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";1260
"1930.07.11";"Summer";"1930";"Unprovoked";"USA";"Florida";"M";"N";"Tiger Shark";1262
"1930.08.06";"Summer";"1930";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1264
"1931.06.04.R";"Summer";"1931";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1285
"1931.06.13";"Summer";"1931";"Provoked";"USA";"Hawaii";"M";"N";"Tiger Shark";1286
"1931.06.14";"Summer";"1931";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1287
"1931.07.15";"Summer";"1931";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";1288
"1931.08.06.R";"Summer";"1931";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";1291
"1931.08.18";"Summer";"1931";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";1292
"1931.09.21.a";"Fall";"1931";"Unprovoked";"USA";"Florida";"F";"N";"Hammerhead Shark";1299
"1931.09.21.b";"Fall";"1931";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1300
"1932.02.16";"Winter";"1932";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1309
"1932.06.26";"Summer";"1932";"Provoked";"USA";"New Jersey";"M";"N";"Unknown";1315
"1932.06.28";"Summer";"1932";"Provoked";"USA";"New Jersey";"M";"N";"Dogfish Shark";1316
"1932.08.10";"Summer";"1932";"Provoked";"USA";"New Jersey";"M";"N";"Unknown";1321
"1933.04.10";"Spring";"1933";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1335
"1933.06.16";"Summer";"1933";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";1341
"1933.06.21";"Summer";"1933";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1342
"1933.07.07.R";"Summer";"1933";"Unprovoked";"USA";"California";"M";"N";"Tiger Shark";1344
"1933.08.26.R";"Summer";"1933";"Unprovoked";"USA";"Connecticut";"F";"N";"Unknown";1345
"1933.08.28.a";"Summer";"1933";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1346
"1933.08.28.b";"Summer";"1933";"Provoked";"USA";"California";"M";"N";"Blue Shark";1347
"1934.06.20";"Summer";"1934";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1363
"1934.08.05";"Summer";"1934";"Unprovoked";"USA";"Georgia";"M";"N";"Unknown";1366
"1935.04.08.R";"Spring";"1935";"Unprovoked";"USA";"California";"M";"N";"Unknown";1391
"1935.06.18";"Summer";"1935";"Unprovoked";"USA";"New Jersey";"M";"N";"Unknown";1399
"1935.09.21";"Fall";"1935";"Unprovoked";"USA";"North Carolina";"M";"Y";"Unknown";1408
"1936.03.30";"Spring";"1936";"Provoked";"USA";"Florida";"M";"N";"Unknown";1421
"1936.06.06";"Summer";"1936";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1424
"1936.07.25";"Summer";"1936";"Unprovoked";"USA";"Massachusetts";"M";"Y";"White Shark";1429
"1936.08.00";"Summer";"1936";"Boating";"USA";"North Carolina";"M";"N";"Unknown";1430
"1936.09.04";"Fall";"1936";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1435
"1936.12.30";"Winter";"1936";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1442
"1937.05.30";"Spring";"1937";"Provoked";"USA";"Texas";"M";"N";"Unknown";1453
"1937.06.15";"Summer";"1937";"Unprovoked";"USA";"Texas";"M";"Y";"Unknown";1454
"1937.11.13";"Fall";"1937";"Sea Disaster";"USA";"North Carolina";"M";"Y";"Unknown";1472
"1938.07.17";"Summer";"1938";"Provoked";"USA";"California";"M";"N";"Unknown";1490
"1938.07.18";"Summer";"1938";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1492
"1938.08.18";"Summer";"1938";"Provoked";"USA";"California";"M";"N";"Unknown";1493
"1939.05.03";"Spring";"1939";"Unprovoked";"USA";"Virginia";"M";"Y";"Unknown";1507
"1939.07.14";"Summer";"1939";"Provoked";"USA";"Texas";"M";"N";"Unknown";1508
"1939.08.01";"Summer";"1939";"Provoked";"USA";"California";"M";"N";"Unknown";1511
"1939.10.04";"Fall";"1939";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1513
"1940.06.30";"Summer";"1940";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";1538
"1940.07.13.a";"Summer";"1940";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1539
"1940.07.13.b";"Summer";"1940";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1540
"1941.03.09";"Spring";"1941";"Provoked";"USA";"California";"M";"N";"Shortfin Mako Shark";1557
"1941.06.15";"Summer";"1941";"Provoked";"USA";"New York";"M";"N";"Unknown";1560
"1941.07.01";"Summer";"1941";"Provoked";"USA";"Hawaii";"M";"N";"Unknown";1561
"1941.08.01";"Summer";"1941";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1563
"1942.06.04";"Summer";"1942";"Unprovoked";"USA";"Midway Atoll";"M";"N";"Unknown";1592
"1943.07.18";"Summer";"1943";"Sea Disaster";"USA";"Florida";"M";"Y";"Unknown";1634
"1943.12.04";"Winter";"1943";"Sea Disaster";"USA";"South Carolina";"M";"Y";"Unknown";1640
"1944.05.31";"Spring";"1944";"Unprovoked";"USA";"Florida";"F";"N";"Blacktip Shark";1657
"1944.09.03";"Fall";"1944";"Unprovoked";"USA";"Maryland";"M";"N";"Unknown";1662
"1945.05.08";"Spring";"1945";"Unprovoked";"USA";"North Carolina";"M";"Y";"Unknown";1679
"1947.06.27";"Summer";"1947";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1728
"1947.07.27.R";"Summer";"1947";"Provoked";"USA";"California";"M";"N";"Unknown";1732
"1947.08.04";"Summer";"1947";"Unprovoked";"USA";"Florida";"M";"Y";"Unknown";1733
"1948.00.00.d";"Summer";"1948";"Provoked";"USA";"Florida";"M";"N";"Nurse Shark";1748
"1948.02.13";"Winter";"1948";"Sea Disaster";"USA";"Texas";"M";"Y";"Unknown";1751
"1948.07.01";"Summer";"1948";"Unprovoked";"USA";"US Virgin Islands";"M";"Y";"Unknown";1758
"1948.09.19.a";"Fall";"1948";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1765
"1948.09.19.b";"Fall";"1948";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1766
"1949.07.16";"Summer";"1949";"Provoked";"USA";"California";"M";"N";"Shortfin Mako Shark";1793
"1949.07.25";"Summer";"1949";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";1794
"1950.06.06";"Summer";"1950";"Sea Disaster";"USA";"Florida";"M";"Y";"Unknown";1830
"1950.06.25";"Summer";"1950";"Unprovoked";"USA";"New York";"M";"N";"Nurse Shark";1831
"1950.07.00";"Summer";"1950";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";1832
"1950.07.10";"Summer";"1950";"Unprovoked";"USA";"Texas";"M";"N";"Hammerhead Shark";1834
"1950.10.08";"Fall";"1950";"Unprovoked";"USA";"California";"M";"N";"White Shark";1842
"1951.06.25";"Summer";"1951";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";1861
"1951.07.19.R";"Summer";"1951";"Unprovoked";"USA";"California";"M";"N";"Unknown";1863
"1952.05.27";"Spring";"1952";"Unprovoked";"USA";"California";"M";"N";"White Shark";1893
"1952.07.05";"Summer";"1952";"Unprovoked";"USA";"Puerto Rico";"M";"N";"Tiger Shark";1894
"1952.07.13";"Summer";"1952";"Provoked";"USA";"California";"M";"N";"Unknown";1895
"1952.07.27.a";"Summer";"1952";"Sea Disaster";"USA";"California";"M";"Y";"Unknown";1896
"1952.07.27.b";"Summer";"1952";"Provoked";"USA";"South Carolina";"M";"N";"Unknown";1897
"1952.07.27.c";"Summer";"1952";"Provoked";"USA";"South Carolina";"M";"N";"Unknown";1898
"1952.08.03";"Summer";"1952";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";1905
"1952.12.03";"Winter";"1952";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";1903
"1952.12.07";"Winter";"1952";"Unprovoked";"USA";"California";"M";"Y";"White Shark";1904
"1953.02.18";"Winter";"1953";"Provoked";"USA";"Hawaii";"M";"N";"Unknown";1917
"1953.04.04";"Spring";"1953";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";1924
"1953.07.04";"Summer";"1953";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";1928
"1953.07.15";"Summer";"1953";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";1931
"1953.07.16";"Summer";"1953";"Provoked";"USA";"California";"M";"N";"Unknown";1932
"1953.07.26";"Summer";"1953";"Unprovoked";"USA";"Hawaii";"M";"Y";"Unknown";1933
"1953.09.02";"Fall";"1953";"Unprovoked";"USA";"Hawaii";"M";"N";"Hammerhead Shark";1936
"1953.09.03.R";"Fall";"1953";"Unprovoked";"USA";"New York";"M";"N";"Nurse Shark";1937
"1953.09.18";"Fall";"1953";"Sea Disaster";"USA";"Georgia";"M";"N";"Unknown";1938
"1953.09.20.R";"Fall";"1953";"Unprovoked";"USA";"California";"M";"N";"Unknown";1939
"1954.06.29";"Summer";"1954";"Provoked";"USA";"California";"M";"N";"Unknown";1964
"1954.09.21";"Fall";"1954";"Unprovoked";"USA";"California";"M";"N";"Unknown";1978
"1954.10.07";"Fall";"1954";"Sea Disaster";"USA";"Virginia";"M";"Y";"Unknown";1982
"1954.11.20";"Fall";"1954";"Unprovoked";"USA";"Wake Island";"M";"N";"Blacktip Reef Shark";1983
"1955.02.06";"Winter";"1955";"Unprovoked";"USA";"California";"M";"N";"White Shark";2000
"1955.02.10";"Winter";"1955";"Unprovoked";"USA";"California";"M";"N";"Leopard Shark";2001
"1955.04.00";"Spring";"1955";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";2005
"1955.05.08";"Spring";"1955";"Provoked";"USA";"California";"M";"N";"Unknown";2009
